Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Nacionalidad;Periodo;Total
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE28 sin España;2019;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE28 sin España;2018;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE28 sin España;2017;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE28 sin España;2016;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE28 sin España;2015;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE28 sin España;2014;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE28 sin España;2013;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2024;2
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2023;4
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2022;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2021;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2020;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2019;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2018;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2017;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2016;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2015;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2014;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de la UE27_2020 sin España;2013;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2024;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2023;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2022;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2021;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2020;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2019;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2018;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2017;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2016;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2015;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2014;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE28;2013;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2024;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2023;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2022;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2021;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2020;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2019;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2018;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2017;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2016;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2015;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2014;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;País de Europa menos UE27_2020;2013;""
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2024;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2023;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2022;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2021;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2020;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2019;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2018;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2017;2
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2016;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2015;2
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2014;3
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Africa;2013;2
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2024;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2023;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2022;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2021;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2020;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2019;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2018;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2017;2
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2016;2
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2015;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2014;2
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De América;2013;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2024;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2023;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2022;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2021;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2020;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2019;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2018;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2017;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2016;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2015;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2014;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Asia;2013;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2024;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2023;1
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2022;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2021;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2020;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2019;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2018;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2017;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2016;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2015;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2014;0
A Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;De Oceanía;2013;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2024;145.448
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2023;121.593
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2022;127.772
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2021;126.673
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2020;99.660
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2019;141.686
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2018;142.426
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2017;136.992
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2016;122.647
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2015;74.790
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2014;64.620
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Total;2013;60.645
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2024;99.930
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2023;84.863
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2022;92.583
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2021;93.113
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2020;71.196
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2019;100.028
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2018;103.579
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2017;102.218
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2016;92.082
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2015;56.919
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2014;49.708
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;Española;2013;45.910
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2024;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2023;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2022;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2019;14.464
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2018;15.414
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2017;13.330
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2016;12.401
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2015;7.341
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2014;6.137
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE28 sin España;2013;6.004
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2024;9.172
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2023;7.496
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2022;8.327
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2021;8.362
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2020;7.843
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de la UE27_2020 sin España;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2024;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2023;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2022;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2019;4.450
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2018;3.104
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2017;2.412
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2016;2.073
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2015;1.013
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2014;641
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE28;2013;478
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2024;3.348
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2023;2.874
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2022;2.711
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2021;2.718
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2020;2.977
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;País de Europa menos UE27_2020;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2024;20.692
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2023;16.196
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2022;14.909
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2021;13.025
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2020;9.517
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2019;12.376
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2018;11.025
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2017;10.407
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2016;8.861
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2015;5.452
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2014;4.738
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Africa;2013;4.716
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2024;11.248
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2023;9.290
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2022;8.267
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2021;8.409
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2020;7.262
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2019;9.211
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2018;8.117
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2017;7.550
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2016;6.289
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2015;3.548
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2014;2.949
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De América;2013;2.966
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2024;1.051
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2023;871
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2022;975
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2021;1.046
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2020;863
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2019;1.150
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2018;1.180
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2017;1.062
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2016;926
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2015;515
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2014;438
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Asia;2013;451
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2024;7
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2023;3
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2022;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2021;0
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2020;2
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2019;7
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2018;7
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2017;13
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2016;15
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2015;2
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2014;9
A Delitos;13 Contra el patrimonio y el orden socioeconómico;;;De Oceanía;2013;120
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2024;73.364
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2023;60.348
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2022;58.193
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2021;57.535
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2020;47.533
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2019;71.671
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2018;70.102
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2017;63.721
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2016;55.282
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2015;20.611
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2014;11.606
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Total;2013;10.751
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2024;47.829
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2023;39.667
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2022;39.817
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2021;39.620
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2020;30.935
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2019;45.193
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2018;46.224
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2017;43.424
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2016;38.361
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2015;13.923
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2014;8.020
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;Española;2013;7.252
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2024;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2023;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2022;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2019;9.943
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2018;10.567
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2017;8.540
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2016;7.536
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2015;3.208
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2014;1.826
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE28 sin España;2013;1.803
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2024;5.583
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2023;4.543
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2022;4.815
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2021;4.655
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2020;4.920
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2019;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2018;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2017;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2016;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2015;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2014;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de la UE27_2020 sin España;2013;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2024;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2023;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2022;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2021;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2020;""
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2019;3.562
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2018;2.301
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2017;1.679
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2016;1.455
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2015;508
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2014;187
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE28;2013;146
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE27_2020;2024;2.127
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE27_2020;2023;1.863
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE27_2020;2022;1.646
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE27_2020;2021;1.779
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE27_2020;2020;2.145
A Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;País de Europa menos UE27_2020;2019;""
